Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2026-01-21 00:00:00,000;"Nariman Narimanov";5586
2026-01-21 00:00:00,000;"Nariman Narimanov";24865
2026-01-21 00:00:00,000;"Nariman Narimanov";15246
2026-01-22 00:00:00,000;"Nariman Narimanov";25693
2026-01-22 00:00:00,000;"Nariman Narimanov";5730
2026-01-22 00:00:00,000;"Nariman Narimanov";15860
2026-01-23 00:00:00,000;"Nariman Narimanov";5832
2026-01-23 00:00:00,000;"Nariman Narimanov";26384
2026-01-23 00:00:00,000;"Nariman Narimanov";16244
2026-01-24 00:00:00,000;"Nariman Narimanov";20349
2026-01-24 00:00:00,000;"Nariman Narimanov";4627
2026-01-24 00:00:00,000;"Nariman Narimanov";12003
2026-01-25 00:00:00,000;"Nariman Narimanov";13919
2026-01-25 00:00:00,000;"Nariman Narimanov";3072
2026-01-25 00:00:00,000;"Nariman Narimanov";8585
2026-01-26 00:00:00,000;"Nariman Narimanov";26325
2026-01-26 00:00:00,000;"Nariman Narimanov";5537
2026-01-26 00:00:00,000;"Nariman Narimanov";16178
2026-01-27 00:00:00,000;"Nariman Narimanov";25317
2026-01-27 00:00:00,000;"Nariman Narimanov";5435
2026-01-27 00:00:00,000;"Nariman Narimanov";16023
2026-01-28 00:00:00,000;"Nariman Narimanov";5334
2026-01-28 00:00:00,000;"Nariman Narimanov";15878
2026-01-28 00:00:00,000;"Nariman Narimanov";25336
2026-01-29 00:00:00,000;"Nariman Narimanov";5257
2026-01-29 00:00:00,000;"Nariman Narimanov";15430
2026-01-29 00:00:00,000;"Nariman Narimanov";24177
2026-01-30 00:00:00,000;"Nariman Narimanov";26126
2026-01-30 00:00:00,000;"Nariman Narimanov";5642
2026-01-30 00:00:00,000;"Nariman Narimanov";16941
2026-01-31 00:00:00,000;"Nariman Narimanov";20615
2026-01-31 00:00:00,000;"Nariman Narimanov";4476
2026-01-31 00:00:00,000;"Nariman Narimanov";13205
2026-02-01 00:00:00,000;"Nariman Narimanov";14198
2026-02-01 00:00:00,000;"Nariman Narimanov";3255
2026-02-01 00:00:00,000;"Nariman Narimanov";9519
2026-02-02 00:00:00,000;"Nariman Narimanov";25145
2026-02-02 00:00:00,000;"Nariman Narimanov";5474
2026-02-02 00:00:00,000;"Nariman Narimanov";16502
2026-02-03 00:00:00,000;"Nariman Narimanov";16023
2026-02-03 00:00:00,000;"Nariman Narimanov";24139
2026-02-03 00:00:00,000;"Nariman Narimanov";5178
2026-02-04 00:00:00,000;"Nariman Narimanov";4045
2026-02-04 00:00:00,000;"Nariman Narimanov";13212
2026-02-04 00:00:00,000;"Nariman Narimanov";19651
2026-02-05 00:00:00,000;"Nariman Narimanov";22412
2026-02-05 00:00:00,000;"Nariman Narimanov";5029
2026-02-05 00:00:00,000;"Nariman Narimanov";15493
2026-02-06 00:00:00,000;"Nariman Narimanov";24387
2026-02-06 00:00:00,000;"Nariman Narimanov";5594
2026-02-06 00:00:00,000;"Nariman Narimanov";16748
2026-02-07 00:00:00,000;"Nariman Narimanov";14061
2026-02-07 00:00:00,000;"Nariman Narimanov";20433
2026-02-07 00:00:00,000;"Nariman Narimanov";4621
2026-02-08 00:00:00,000;"Nariman Narimanov";14689
2026-02-08 00:00:00,000;"Nariman Narimanov";3450
2026-02-08 00:00:00,000;"Nariman Narimanov";9981
2026-02-09 00:00:00,000;"Nariman Narimanov";25130
2026-02-09 00:00:00,000;"Nariman Narimanov";5615
2026-02-09 00:00:00,000;"Nariman Narimanov";17252
2026-02-10 00:00:00,000;"Nariman Narimanov";21749
2026-02-10 00:00:00,000;"Nariman Narimanov";4859
2026-02-10 00:00:00,000;"Nariman Narimanov";15158
2026-02-11 00:00:00,000;"Nariman Narimanov";16205
2026-02-11 00:00:00,000;"Nariman Narimanov";22844
2026-02-11 00:00:00,000;"Nariman Narimanov";5221
2026-02-12 00:00:00,000;"Nariman Narimanov";24415
2026-02-12 00:00:00,000;"Nariman Narimanov";5676
2026-02-12 00:00:00,000;"Nariman Narimanov";17809
2026-02-13 00:00:00,000;"Nariman Narimanov";6180
2026-02-13 00:00:00,000;"Nariman Narimanov";18899
2026-02-13 00:00:00,000;"Nariman Narimanov";25525
2026-02-14 00:00:00,000;"Nariman Narimanov";21510
2026-02-14 00:00:00,000;"Nariman Narimanov";5272
2026-02-14 00:00:00,000;"Nariman Narimanov";15742
2026-02-15 00:00:00,000;"Nariman Narimanov";11550
2026-02-15 00:00:00,000;"Nariman Narimanov";14917
2026-02-15 00:00:00,000;"Nariman Narimanov";3580
2026-02-16 00:00:00,000;"Nariman Narimanov";27467
2026-02-16 00:00:00,000;"Nariman Narimanov";6062
2026-02-16 00:00:00,000;"Nariman Narimanov";20770
2026-02-17 00:00:00,000;"Nariman Narimanov";28074
2026-02-17 00:00:00,000;"Nariman Narimanov";6223
2026-02-17 00:00:00,000;"Nariman Narimanov";21062
2026-02-18 00:00:00,000;"Nariman Narimanov";28000
2026-02-18 00:00:00,000;"Nariman Narimanov";6309
2026-02-18 00:00:00,000;"Nariman Narimanov";21591
2026-02-19 00:00:00,000;"Nariman Narimanov";25880
2026-02-19 00:00:00,000;"Nariman Narimanov";5820
2026-02-19 00:00:00,000;"Nariman Narimanov";19947
2026-02-20 00:00:00,000;"Nariman Narimanov";26510
2026-02-20 00:00:00,000;"Nariman Narimanov";5948
2026-02-20 00:00:00,000;"Nariman Narimanov";20383
2026-02-21 00:00:00,000;"Nariman Narimanov";19452
2026-02-21 00:00:00,000;"Nariman Narimanov";4376
2026-02-21 00:00:00,000;"Nariman Narimanov";14391
2026-02-22 00:00:00,000;"Nariman Narimanov";10258
2026-02-22 00:00:00,000;"Nariman Narimanov";13666
2026-02-22 00:00:00,000;"Nariman Narimanov";2923
2026-02-23 00:00:00,000;"Nariman Narimanov";26009
2026-02-23 00:00:00,000;"Nariman Narimanov";5531
2026-02-23 00:00:00,000;"Nariman Narimanov";20165
2026-02-24 00:00:00,000;"Nariman Narimanov";3928
2026-02-24 00:00:00,000;"Nariman Narimanov";25597
2026-02-24 00:00:00,000;"Nariman Narimanov";5329
2026-02-25 00:00:00,000;"Nariman Narimanov";4224
2026-02-25 00:00:00,000;"Nariman Narimanov";35865
2026-02-25 00:00:00,000;"Nariman Narimanov";25186
2026-02-26 00:00:00,000;"Nariman Narimanov";6578
2026-02-26 00:00:00,000;"Nariman Narimanov";20088
2026-02-26 00:00:00,000;"Nariman Narimanov";25527
2026-02-27 00:00:00,000;"Nariman Narimanov";25801
2026-02-27 00:00:00,000;"Nariman Narimanov";5618
2026-02-27 00:00:00,000;"Nariman Narimanov";20354
2026-02-28 00:00:00,000;"Nariman Narimanov";18285
2026-02-28 00:00:00,000;"Nariman Narimanov";4046
2026-02-28 00:00:00,000;"Nariman Narimanov";14033
2026-01-01 00:00:00,000;"Nariman Narimanov";701
2026-01-02 00:00:00,000;"Nariman Narimanov";674
2026-01-03 00:00:00,000;"Nariman Narimanov";838
2026-01-04 00:00:00,000;"Nariman Narimanov";767
2026-01-05 00:00:00,000;"Nariman Narimanov";923
2026-01-06 00:00:00,000;"Nariman Narimanov";897
2026-01-07 00:00:00,000;"Nariman Narimanov";966
2026-01-08 00:00:00,000;"Nariman Narimanov";925
2026-01-09 00:00:00,000;"Nariman Narimanov";947
2026-01-10 00:00:00,000;"Nariman Narimanov";785
2026-01-11 00:00:00,000;"Nariman Narimanov";655
2026-01-12 00:00:00,000;"Nariman Narimanov";995
2026-01-13 00:00:00,000;"Nariman Narimanov";965
2026-01-14 00:00:00,000;"Nariman Narimanov";860
2026-01-15 00:00:00,000;"Nariman Narimanov";905
2026-01-16 00:00:00,000;"Nariman Narimanov";991
2026-01-17 00:00:00,000;"Nariman Narimanov";733
2026-01-18 00:00:00,000;"Nariman Narimanov";517
2026-01-19 00:00:00,000;"Nariman Narimanov";906
2026-01-20 00:00:00,000;"Nariman Narimanov";645
2026-01-21 00:00:00,000;"Nariman Narimanov";913
2026-01-22 00:00:00,000;"Nariman Narimanov";941
2026-01-23 00:00:00,000;"Nariman Narimanov";951
2026-01-24 00:00:00,000;"Nariman Narimanov";833
2026-01-25 00:00:00,000;"Nariman Narimanov";690
2026-01-26 00:00:00,000;"Nariman Narimanov";957
2026-01-27 00:00:00,000;"Nariman Narimanov";976
2026-01-28 00:00:00,000;"Nariman Narimanov";954
2026-01-29 00:00:00,000;"Nariman Narimanov";975
2026-01-30 00:00:00,000;"Nariman Narimanov";935
2026-01-31 00:00:00,000;"Nariman Narimanov";886
2026-02-01 00:00:00,000;"Nariman Narimanov";672
2026-02-02 00:00:00,000;"Nariman Narimanov";898
2026-02-03 00:00:00,000;"Nariman Narimanov";957
2026-02-04 00:00:00,000;"Nariman Narimanov";818
2026-02-05 00:00:00,000;"Nariman Narimanov";798
2026-02-06 00:00:00,000;"Nariman Narimanov";976
2026-02-07 00:00:00,000;"Nariman Narimanov";908
2026-02-08 00:00:00,000;"Nariman Narimanov";692
2026-02-09 00:00:00,000;"Nariman Narimanov";964
2026-02-10 00:00:00,000;"Nariman Narimanov";826
2026-02-11 00:00:00,000;"Nariman Narimanov";891
2026-02-12 00:00:00,000;"Nariman Narimanov";950
2026-02-13 00:00:00,000;"Nariman Narimanov";969
2026-02-14 00:00:00,000;"Nariman Narimanov";996
2026-02-15 00:00:00,000;"Nariman Narimanov";710
2026-02-16 00:00:00,000;"Nariman Narimanov";889
2026-02-17 00:00:00,000;"Nariman Narimanov";981
2026-02-18 00:00:00,000;"Nariman Narimanov";980
2026-02-19 00:00:00,000;"Nariman Narimanov";878
2026-02-20 00:00:00,000;"Nariman Narimanov";964
2026-02-21 00:00:00,000;"Nariman Narimanov";894
2026-02-22 00:00:00,000;"Nariman Narimanov";658
2026-02-23 00:00:00,000;"Nariman Narimanov";903
2026-02-24 00:00:00,000;"Nariman Narimanov";919
2026-02-25 00:00:00,000;"Nariman Narimanov";959
2026-02-26 00:00:00,000;"Nariman Narimanov";887
2026-02-27 00:00:00,000;"Nariman Narimanov";919
2026-02-28 00:00:00,000;"Nariman Narimanov";767
2026-01-01 00:00:00,000;"Nasimi";2692
2026-01-01 00:00:00,000;"Nasimi";585
2026-01-01 00:00:00,000;"Nasimi";1081
2026-01-02 00:00:00,000;"Nasimi";2611
2026-01-02 00:00:00,000;"Nasimi";504
2026-01-02 00:00:00,000;"Nasimi";978
2026-01-03 00:00:00,000;"Nasimi";3664
2026-01-03 00:00:00,000;"Nasimi";730
2026-01-03 00:00:00,000;"Nasimi";1378
2026-01-04 00:00:00,000;"Nasimi";3476
2026-01-04 00:00:00,000;"Nasimi";753
2026-01-04 00:00:00,000;"Nasimi";1381
2026-01-05 00:00:00,000;"Nasimi";6050
2026-01-05 00:00:00,000;"Nasimi";1349
2026-01-05 00:00:00,000;"Nasimi";2619
2026-01-06 00:00:00,000;"Nasimi";6162
2026-01-06 00:00:00,000;"Nasimi";1351
2026-01-06 00:00:00,000;"Nasimi";2778
2026-01-07 00:00:00,000;"Nasimi";1426
2026-01-07 00:00:00,000;"Nasimi";2654
2026-01-07 00:00:00,000;"Nasimi";6211
2026-01-08 00:00:00,000;"Nasimi";1368
2026-01-08 00:00:00,000;"Nasimi";2665
2026-01-08 00:00:00,000;"Nasimi";6273
2026-01-09 00:00:00,000;"Nasimi";1369
2026-01-09 00:00:00,000;"Nasimi";2859
2026-01-09 00:00:00,000;"Nasimi";6248
2026-01-10 00:00:00,000;"Nasimi";4663
2026-01-10 00:00:00,000;"Nasimi";1055
2026-01-10 00:00:00,000;"Nasimi";2006
2026-01-11 00:00:00,000;"Nasimi";712
2026-01-11 00:00:00,000;"Nasimi";1580
2026-01-11 00:00:00,000;"Nasimi";3593
2026-01-12 00:00:00,000;"Nasimi";6207
2026-01-12 00:00:00,000;"Nasimi";1268
2026-01-12 00:00:00,000;"Nasimi";2520
2026-01-13 00:00:00,000;"Nasimi";5952
2026-01-13 00:00:00,000;"Nasimi";1198
2026-01-14 00:00:00,000;"Nasimi";5466
2026-01-14 00:00:00,000;"Nasimi";1142
2026-01-14 00:00:00,000;"Nasimi";5761
2026-01-15 00:00:00,000;"Nasimi";1495
2026-01-15 00:00:00,000;"Nasimi";2800
2026-01-15 00:00:00,000;"Nasimi";5788
2026-01-16 00:00:00,000;"Nasimi";6293
2026-01-16 00:00:00,000;"Nasimi";1405
2026-01-16 00:00:00,000;"Nasimi";3098
2026-01-17 00:00:00,000;"Nasimi";4431
2026-01-17 00:00:00,000;"Nasimi";905
2026-01-17 00:00:00,000;"Nasimi";2099
2026-01-18 00:00:00,000;"Nasimi";3069
2026-01-18 00:00:00,000;"Nasimi";588
2026-01-18 00:00:00,000;"Nasimi";1547
2026-01-19 00:00:00,000;"Nasimi";5739
2026-01-19 00:00:00,000;"Nasimi";1290
2026-01-19 00:00:00,000;"Nasimi";2965
2026-01-20 00:00:00,000;"Nasimi";3105
2026-01-20 00:00:00,000;"Nasimi";664
2026-01-20 00:00:00,000;"Nasimi";1562
2026-01-21 00:00:00,000;"Nasimi";1334
2026-01-21 00:00:00,000;"Nasimi";5672
2026-01-21 00:00:00,000;"Nasimi";2957
2026-01-22 00:00:00,000;"Nasimi";1276
2026-01-22 00:00:00,000;"Nasimi";3099
2026-01-22 00:00:00,000;"Nasimi";5875
2026-01-23 00:00:00,000;"Nasimi";1307
2026-01-23 00:00:00,000;"Nasimi";5931
2026-01-23 00:00:00,000;"Nasimi";3250
2026-01-24 00:00:00,000;"Nasimi";4671
2026-01-24 00:00:00,000;"Nasimi";937
2026-01-24 00:00:00,000;"Nasimi";2214
2026-01-25 00:00:00,000;"Nasimi";3472
2026-01-25 00:00:00,000;"Nasimi";679
2026-01-25 00:00:00,000;"Nasimi";1796
2026-01-26 00:00:00,000;"Nasimi";5820
2026-01-26 00:00:00,000;"Nasimi";1245
2026-01-26 00:00:00,000;"Nasimi";3075
2026-01-27 00:00:00,000;"Nasimi";5650
2026-01-27 00:00:00,000;"Nasimi";1261
2026-01-27 00:00:00,000;"Nasimi";3300
2026-01-28 00:00:00,000;"Nasimi";1226
2026-01-28 00:00:00,000;"Nasimi";3110
2026-01-28 00:00:00,000;"Nasimi";5795
2026-01-29 00:00:00,000;"Nasimi";1196
2026-01-29 00:00:00,000;"Nasimi";3097
2026-01-29 00:00:00,000;"Nasimi";5730
2026-01-30 00:00:00,000;"Nasimi";5978
2026-01-30 00:00:00,000;"Nasimi";1264
2026-01-30 00:00:00,000;"Nasimi";3310
2026-01-31 00:00:00,000;"Nasimi";4582
2026-01-31 00:00:00,000;"Nasimi";909
2026-01-31 00:00:00,000;"Nasimi";2576
2026-02-01 00:00:00,000;"Nasimi";3390
2026-02-01 00:00:00,000;"Nasimi";707
2026-02-01 00:00:00,000;"Nasimi";1928
2026-02-02 00:00:00,000;"Nasimi";5690
2026-02-02 00:00:00,000;"Nasimi";1180
2026-02-02 00:00:00,000;"Nasimi";3176
2026-02-03 00:00:00,000;"Nasimi";3125
2026-02-03 00:00:00,000;"Nasimi";5451
2026-02-03 00:00:00,000;"Nasimi";1173
2026-02-04 00:00:00,000;"Nasimi";841
2026-02-04 00:00:00,000;"Nasimi";2629
2026-02-04 00:00:00,000;"Nasimi";4533
2026-02-05 00:00:00,000;"Nasimi";5062
2026-02-05 00:00:00,000;"Nasimi";1075
2026-02-05 00:00:00,000;"Nasimi";2957
2026-02-06 00:00:00,000;"Nasimi";5667
2026-02-06 00:00:00,000;"Nasimi";1229
2026-02-06 00:00:00,000;"Nasimi";3327
2026-02-07 00:00:00,000;"Nasimi";968
2026-02-07 00:00:00,000;"Nasimi";2752
2026-02-07 00:00:00,000;"Nasimi";4548
2026-02-08 00:00:00,000;"Nasimi";3516
2026-02-08 00:00:00,000;"Nasimi";752
2026-02-08 00:00:00,000;"Nasimi";2152
2026-02-09 00:00:00,000;"Nasimi";5678
2026-02-09 00:00:00,000;"Nasimi";1185
2026-02-09 00:00:00,000;"Nasimi";3323
2026-02-10 00:00:00,000;"Nasimi";4928
2026-02-10 00:00:00,000;"Nasimi";1120
2026-02-10 00:00:00,000;"Nasimi";2957
2026-02-11 00:00:00,000;"Nasimi";1115
2026-02-11 00:00:00,000;"Nasimi";3172
2026-02-11 00:00:00,000;"Nasimi";5277
2026-02-12 00:00:00,000;"Nasimi";5611
2026-02-12 00:00:00,000;"Nasimi";1236
2026-02-12 00:00:00,000;"Nasimi";3330
2026-02-13 00:00:00,000;"Nasimi";1393
2026-02-13 00:00:00,000;"Nasimi";3651
2026-02-13 00:00:00,000;"Nasimi";5902
2026-02-14 00:00:00,000;"Nasimi";4918
2026-02-14 00:00:00,000;"Nasimi";1056
2026-02-14 00:00:00,000;"Nasimi";3105
2026-02-15 00:00:00,000;"Nasimi";2560
2026-02-15 00:00:00,000;"Nasimi";3883
2026-02-15 00:00:00,000;"Nasimi";791
2026-02-16 00:00:00,000;"Nasimi";4112
2026-02-16 00:00:00,000;"Nasimi";5919
2026-02-16 00:00:00,000;"Nasimi";1320
2026-02-17 00:00:00,000;"Nasimi";5968
2026-02-17 00:00:00,000;"Nasimi";1424
2026-02-17 00:00:00,000;"Nasimi";4189
2026-02-18 00:00:00,000;"Nasimi";6041
2026-02-18 00:00:00,000;"Nasimi";1472
2026-02-18 00:00:00,000;"Nasimi";4266
2026-02-19 00:00:00,000;"Nasimi";5897
2026-02-19 00:00:00,000;"Nasimi";1327
2026-02-19 00:00:00,000;"Nasimi";4080
2026-02-20 00:00:00,000;"Nasimi";5988
2026-02-20 00:00:00,000;"Nasimi";1333
2026-02-20 00:00:00,000;"Nasimi";4065
2026-02-21 00:00:00,000;"Nasimi";4398
2026-02-21 00:00:00,000;"Nasimi";910
2026-02-21 00:00:00,000;"Nasimi";2928
2026-02-22 00:00:00,000;"Nasimi";2169
2026-02-22 00:00:00,000;"Nasimi";3268
2026-02-22 00:00:00,000;"Nasimi";668
2026-02-23 00:00:00,000;"Nasimi";5705
2026-02-23 00:00:00,000;"Nasimi";1254
2026-02-23 00:00:00,000;"Nasimi";3982
2026-02-24 00:00:00,000;"Nasimi";1911
2026-02-24 00:00:00,000;"Nasimi";5823
2026-02-24 00:00:00,000;"Nasimi";1234
2026-02-25 00:00:00,000;"Nasimi";5641
2026-02-25 00:00:00,000;"Nasimi";1064
2026-02-25 00:00:00,000;"Nasimi";6354
2026-02-26 00:00:00,000;"Nasimi";5715
2026-02-26 00:00:00,000;"Nasimi";1426
2026-02-26 00:00:00,000;"Nasimi";4074
2026-02-27 00:00:00,000;"Nasimi";5731
2026-02-27 00:00:00,000;"Nasimi";1290
2026-02-27 00:00:00,000;"Nasimi";4009
2026-02-28 00:00:00,000;"Nasimi";4078
2026-02-28 00:00:00,000;"Nasimi";773
2026-02-28 00:00:00,000;"Nasimi";2643
2026-01-01 00:00:00,000;"Nasimi";229
2026-01-02 00:00:00,000;"Nasimi";217
2026-01-03 00:00:00,000;"Nasimi";324
2026-01-04 00:00:00,000;"Nasimi";239
2026-01-05 00:00:00,000;"Nasimi";358
2026-01-06 00:00:00,000;"Nasimi";344
2026-01-07 00:00:00,000;"Nasimi";357
2026-01-08 00:00:00,000;"Nasimi";315
2026-01-09 00:00:00,000;"Nasimi";338
2026-01-10 00:00:00,000;"Nasimi";314
2026-01-11 00:00:00,000;"Nasimi";246
2026-01-12 00:00:00,000;"Nasimi";327
2026-01-13 00:00:00,000;"Nasimi";343
2026-01-14 00:00:00,000;"Nasimi";319
2026-01-15 00:00:00,000;"Nasimi";372
2026-01-16 00:00:00,000;"Nasimi";354
2026-01-17 00:00:00,000;"Nasimi";278
2026-01-18 00:00:00,000;"Nasimi";222
2026-01-19 00:00:00,000;"Nasimi";306
2026-01-20 00:00:00,000;"Nasimi";227
2026-01-21 00:00:00,000;"Nasimi";311
2026-01-22 00:00:00,000;"Nasimi";340
2026-01-23 00:00:00,000;"Nasimi";342
2026-01-24 00:00:00,000;"Nasimi";269
2026-01-25 00:00:00,000;"Nasimi";246
2026-01-26 00:00:00,000;"Nasimi";319
2026-01-27 00:00:00,000;"Nasimi";363
2026-01-28 00:00:00,000;"Nasimi";365
2026-01-29 00:00:00,000;"Nasimi";353
2026-01-30 00:00:00,000;"Nasimi";345
2026-01-31 00:00:00,000;"Nasimi";317
2026-02-01 00:00:00,000;"Nasimi";265
2026-02-02 00:00:00,000;"Nasimi";360
2026-02-03 00:00:00,000;"Nasimi";367
2026-02-04 00:00:00,000;"Nasimi";319
2026-02-05 00:00:00,000;"Nasimi";316
2026-02-06 00:00:00,000;"Nasimi";348
2026-02-07 00:00:00,000;"Nasimi";303
2026-02-08 00:00:00,000;"Nasimi";300
2026-02-09 00:00:00,000;"Nasimi";347
2026-02-10 00:00:00,000;"Nasimi";340
2026-02-11 00:00:00,000;"Nasimi";334
2026-02-12 00:00:00,000;"Nasimi";354
2026-02-13 00:00:00,000;"Nasimi";394
2026-02-14 00:00:00,000;"Nasimi";351
2026-02-15 00:00:00,000;"Nasimi";305
2026-02-16 00:00:00,000;"Nasimi";362
2026-02-17 00:00:00,000;"Nasimi";345
2026-02-18 00:00:00,000;"Nasimi";396
2026-02-19 00:00:00,000;"Nasimi";297
2026-02-20 00:00:00,000;"Nasimi";356
2026-02-21 00:00:00,000;"Nasimi";274
2026-02-22 00:00:00,000;"Nasimi";267
2026-02-23 00:00:00,000;"Nasimi";350
2026-02-24 00:00:00,000;"Nasimi";353
2026-02-25 00:00:00,000;"Nasimi";340
2026-02-26 00:00:00,000;"Nasimi";345
2026-02-27 00:00:00,000;"Nasimi";308
2026-02-28 00:00:00,000;"Nasimi";275
2026-01-01 00:00:00,000;"Neftchilar";12566
2026-01-01 00:00:00,000;"Neftchilar";2501
2026-01-01 00:00:00,000;"Neftchilar";4248
2026-01-02 00:00:00,000;"Neftchilar";11029
2026-01-02 00:00:00,000;"Neftchilar";2286
2026-01-02 00:00:00,000;"Neftchilar";3877
2026-01-03 00:00:00,000;"Neftchilar";16167
2026-01-03 00:00:00,000;"Neftchilar";3354
2026-01-03 00:00:00,000;"Neftchilar";5579
2026-01-04 00:00:00,000;"Neftchilar";2913
2026-01-04 00:00:00,000;"Neftchilar";5317
2026-01-04 00:00:00,000;"Neftchilar";14418
2026-01-05 00:00:00,000;"Neftchilar";22419
2026-01-05 00:00:00,000;"Neftchilar";4661
2026-01-05 00:00:00,000;"Neftchilar";9178
2026-01-06 00:00:00,000;"Neftchilar";22929
2026-01-06 00:00:00,000;"Neftchilar";4498
2026-01-06 00:00:00,000;"Neftchilar";9474
2026-01-07 00:00:00,000;"Neftchilar";4710
2026-01-07 00:00:00,000;"Neftchilar";9027
2026-01-07 00:00:00,000;"Neftchilar";22314
2026-01-08 00:00:00,000;"Neftchilar";22302
2026-01-08 00:00:00,000;"Neftchilar";4822
2026-01-08 00:00:00,000;"Neftchilar";9367
2026-01-09 00:00:00,000;"Neftchilar";22466
2026-01-09 00:00:00,000;"Neftchilar";4595
2026-01-09 00:00:00,000;"Neftchilar";9990
2026-01-10 00:00:00,000;"Neftchilar";18087
2026-01-10 00:00:00,000;"Neftchilar";3790
2026-01-10 00:00:00,000;"Neftchilar";7822
2026-01-11 00:00:00,000;"Neftchilar";2855
2026-01-11 00:00:00,000;"Neftchilar";5915
2026-01-11 00:00:00,000;"Neftchilar";14161
2026-01-12 00:00:00,000;"Neftchilar";22672
2026-01-12 00:00:00,000;"Neftchilar";4430
2026-01-12 00:00:00,000;"Neftchilar";8855
2026-01-13 00:00:00,000;"Neftchilar";22080
2026-01-13 00:00:00,000;"Neftchilar";4394
2026-01-14 00:00:00,000;"Neftchilar";19528
2026-01-14 00:00:00,000;"Neftchilar";3730
2026-01-14 00:00:00,000;"Neftchilar";20584
2026-01-15 00:00:00,000;"Neftchilar";21665
2026-01-15 00:00:00,000;"Neftchilar";4939
2026-01-15 00:00:00,000;"Neftchilar";10154
2026-01-16 00:00:00,000;"Neftchilar";22858
2026-01-16 00:00:00,000;"Neftchilar";4666
2026-01-16 00:00:00,000;"Neftchilar";11232
2026-01-17 00:00:00,000;"Neftchilar";17864
2026-01-17 00:00:00,000;"Neftchilar";3430
2026-01-17 00:00:00,000;"Neftchilar";8183
2026-01-18 00:00:00,000;"Neftchilar";12440
2026-01-18 00:00:00,000;"Neftchilar";2457
2026-01-18 00:00:00,000;"Neftchilar";5696
2026-01-19 00:00:00,000;"Neftchilar";4396
2026-01-19 00:00:00,000;"Neftchilar";10824
2026-01-19 00:00:00,000;"Neftchilar";21775
2026-01-20 00:00:00,000;"Neftchilar";12762
2026-01-20 00:00:00,000;"Neftchilar";2481
2026-01-20 00:00:00,000;"Neftchilar";5947
2026-01-21 00:00:00,000;"Neftchilar";4490
2026-01-21 00:00:00,000;"Neftchilar";20911
2026-01-21 00:00:00,000;"Neftchilar";11135
2026-01-22 00:00:00,000;"Neftchilar";21495
2026-01-22 00:00:00,000;"Neftchilar";4393
2026-01-22 00:00:00,000;"Neftchilar";11014
2026-01-23 00:00:00,000;"Neftchilar";21742
2026-01-23 00:00:00,000;"Neftchilar";4396
2026-01-23 00:00:00,000;"Neftchilar";11253
2026-01-24 00:00:00,000;"Neftchilar";18151
2026-01-24 00:00:00,000;"Neftchilar";3504
2026-01-24 00:00:00,000;"Neftchilar";8123
2026-01-25 00:00:00,000;"Neftchilar";13967
2026-01-25 00:00:00,000;"Neftchilar";2655
2026-01-25 00:00:00,000;"Neftchilar";6946
2026-01-26 00:00:00,000;"Neftchilar";21568
2026-01-26 00:00:00,000;"Neftchilar";4115
2026-01-26 00:00:00,000;"Neftchilar";11304
2026-01-27 00:00:00,000;"Neftchilar";21006
2026-01-27 00:00:00,000;"Neftchilar";4129
2026-01-27 00:00:00,000;"Neftchilar";11691
2026-01-28 00:00:00,000;"Neftchilar";20606
2026-01-28 00:00:00,000;"Neftchilar";3956
2026-01-28 00:00:00,000;"Neftchilar";10804
2026-01-29 00:00:00,000;"Neftchilar";3919
2026-01-29 00:00:00,000;"Neftchilar";10780
2026-01-29 00:00:00,000;"Neftchilar";20148
2026-01-30 00:00:00,000;"Neftchilar";21506
2026-01-30 00:00:00,000;"Neftchilar";4146
2026-01-30 00:00:00,000;"Neftchilar";11660
2026-01-31 00:00:00,000;"Neftchilar";9560
2026-01-31 00:00:00,000;"Neftchilar";18423
2026-01-31 00:00:00,000;"Neftchilar";3577
2026-02-01 00:00:00,000;"Neftchilar";14640
2026-02-01 00:00:00,000;"Neftchilar";2866
2026-02-01 00:00:00,000;"Neftchilar";7807
2026-02-02 00:00:00,000;"Neftchilar";20385
2026-02-02 00:00:00,000;"Neftchilar";3954
2026-02-02 00:00:00,000;"Neftchilar";11153
2026-02-03 00:00:00,000;"Neftchilar";10749
2026-02-03 00:00:00,000;"Neftchilar";19367
2026-02-03 00:00:00,000;"Neftchilar";3904
2026-02-04 00:00:00,000;"Neftchilar";2974
2026-02-04 00:00:00,000;"Neftchilar";9380
2026-02-04 00:00:00,000;"Neftchilar";16535
2026-02-05 00:00:00,000;"Neftchilar";18395
2026-02-05 00:00:00,000;"Neftchilar";3730
2026-02-05 00:00:00,000;"Neftchilar";10792
2026-02-06 00:00:00,000;"Neftchilar";19814
2026-02-06 00:00:00,000;"Neftchilar";3968
2026-02-06 00:00:00,000;"Neftchilar";11431
2026-02-07 00:00:00,000;"Neftchilar";3453
2026-02-07 00:00:00,000;"Neftchilar";9770
2026-02-07 00:00:00,000;"Neftchilar";17465
2026-02-08 00:00:00,000;"Neftchilar";2847
2026-02-08 00:00:00,000;"Neftchilar";8150
2026-02-08 00:00:00,000;"Neftchilar";14346
2026-02-09 00:00:00,000;"Neftchilar";20067
2026-02-09 00:00:00,000;"Neftchilar";4103
2026-02-09 00:00:00,000;"Neftchilar";11730
2026-02-10 00:00:00,000;"Neftchilar";17785
