"date","station_name","entries"
"2025-06-22","Nəriman Nərimanov","25686"
"2025-06-23","Nəriman Nərimanov","48197"
"2025-06-24","Nəriman Nərimanov","48305"
"2025-06-25","Nəriman Nərimanov","49861"
"2025-06-26","Nəriman Nərimanov","35397"
"2025-06-27","Nəriman Nərimanov","35475"
"2025-06-28","Nəriman Nərimanov","31840"
"2025-06-29","Nəriman Nərimanov","24362"
"2025-06-30","Nəriman Nərimanov","47048"
"2025-07-01","Nəriman Nərimanov","46512"
"2025-07-02","Nəriman Nərimanov","45170"
"2025-07-03","Nəriman Nərimanov","44352"
"2025-07-04","Nəriman Nərimanov","44210"
"2025-07-05","Nəriman Nərimanov","33236"
"2025-07-06","Nəriman Nərimanov","25389"
"2025-07-07","Nəriman Nərimanov","44487"
"2025-07-08","Nəriman Nərimanov","44137"
"2025-07-09","Nəriman Nərimanov","43238"
"2025-07-10","Nəriman Nərimanov","42070"
"2025-07-11","Nəriman Nərimanov","41921"
"2025-07-12","Nəriman Nərimanov","32322"
"2025-07-13","Nəriman Nərimanov","22800"
"2025-07-14","Nəriman Nərimanov","39760"
"2025-07-15","Nəriman Nərimanov","40050"
"2025-07-16","Nəriman Nərimanov","39811"
"2025-07-17","Nəriman Nərimanov","39144"
"2025-07-18","Nəriman Nərimanov","39494"
"2025-07-19","Nəriman Nərimanov","30748"
"2025-07-20","Nəriman Nərimanov","21195"
"2025-07-21","Nəriman Nərimanov","38192"
"2025-07-22","Nəriman Nərimanov","38654"
"2025-07-23","Nəriman Nərimanov","38202"
"2025-07-24","Nəriman Nərimanov","37712"
"2025-07-25","Nəriman Nərimanov","38730"
"2025-07-26","Nəriman Nərimanov","30546"
"2025-07-27","Nəriman Nərimanov","22437"
"2025-07-28","Nəriman Nərimanov","38500"
"2025-07-29","Nəriman Nərimanov","38354"
"2025-07-30","Nəriman Nərimanov","39607"
"2025-07-31","Nəriman Nərimanov","37895"
"2025-08-01","Nəriman Nərimanov","38566"
"2025-08-02","Nəriman Nərimanov","29528"
"2025-08-03","Nəriman Nərimanov","21716"
"2025-08-04","Nəriman Nərimanov","38093"
"2025-08-05","Nəriman Nərimanov","37314"
"2025-08-06","Nəriman Nərimanov","36716"
"2025-08-07","Nəriman Nərimanov","36100"
"2025-08-08","Nəriman Nərimanov","37188"
"2025-08-09","Nəriman Nərimanov","30350"
"2025-08-10","Nəriman Nərimanov","23056"
"2025-08-11","Nəriman Nərimanov","37886"
"2025-08-12","Nəriman Nərimanov","40171"
"2025-08-13","Nəriman Nərimanov","38966"
"2025-08-14","Nəriman Nərimanov","38614"
"2025-08-15","Nəriman Nərimanov","38646"
"2025-08-16","Nəriman Nərimanov","30962"
"2025-08-17","Nəriman Nərimanov","23000"
"2025-08-18","Nəriman Nərimanov","39682"
"2025-08-19","Nəriman Nərimanov","38921"
"2025-08-20","Nəriman Nərimanov","39055"
"2025-08-21","Nəriman Nərimanov","38991"
"2025-08-22","Nəriman Nərimanov","39508"
"2025-08-23","Nəriman Nərimanov","31675"
"2025-08-24","Nəriman Nərimanov","23152"
"2025-08-25","Nəriman Nərimanov","40636"
"2025-08-26","Nəriman Nərimanov","40916"
"2025-08-27","Nəriman Nərimanov","42705"
"2025-08-28","Nəriman Nərimanov","41629"
"2025-08-29","Nəriman Nərimanov","43607"
"2025-08-30","Nəriman Nərimanov","33881"
"2025-08-31","Nəriman Nərimanov","25243"
"2025-09-01","Nəriman Nərimanov","46259"
"2025-09-02","Nəriman Nərimanov","45587"
"2025-09-03","Nəriman Nərimanov","46477"
"2025-09-04","Nəriman Nərimanov","46022"
"2025-09-05","Nəriman Nərimanov","47679"
"2025-09-06","Nəriman Nərimanov","38406"
"2025-09-07","Nəriman Nərimanov","28180"
"2025-09-08","Nəriman Nərimanov","49272"
"2025-09-09","Nəriman Nərimanov","50385"
"2025-09-10","Nəriman Nərimanov","49827"
"2025-09-11","Nəriman Nərimanov","50882"
"2025-09-12","Nəriman Nərimanov","50809"
"2025-09-13","Nəriman Nərimanov","45978"
"2025-09-14","Nəriman Nərimanov","28547"
"2025-09-15","Nəriman Nərimanov","62221"
"2025-09-16","Nəriman Nərimanov","61215"
"2025-09-17","Nəriman Nərimanov","57445"
"2025-09-18","Nəriman Nərimanov","58764"
"2025-09-19","Nəriman Nərimanov","59278"
"2025-09-20","Nəriman Nərimanov","41935"
"2025-09-21","Nəriman Nərimanov","29460"
"2025-09-22","Nəriman Nərimanov","58751"
"2025-09-23","Nəriman Nərimanov","59196"
"2025-09-24","Nəriman Nərimanov","56807"
"2025-09-25","Nəriman Nərimanov","56697"
"2025-09-26","Nəriman Nərimanov","56340"
"2025-09-27","Nəriman Nərimanov","38242"
"2025-09-28","Nəriman Nərimanov","28580"
"2025-09-29","Nəriman Nərimanov","56790"
"2025-09-30","Nəriman Nərimanov","56234"
"2025-10-01","Nəriman Nərimanov","56526"
"2025-10-02","Nəriman Nərimanov","55024"
"2025-10-03","Nəriman Nərimanov","57683"
"2025-10-04","Nəriman Nərimanov","42876"
"2025-10-05","Nəriman Nərimanov","29980"
"2025-10-06","Nəriman Nərimanov","56839"
"2025-10-07","Nəriman Nərimanov","57382"
"2025-10-08","Nəriman Nərimanov","56467"
"2025-10-09","Nəriman Nərimanov","56435"
"2025-10-10","Nəriman Nərimanov","58463"
"2025-10-11","Nəriman Nərimanov","42923"
"2025-10-12","Nəriman Nərimanov","29376"
"2025-10-13","Nəriman Nərimanov","57328"
"2025-10-14","Nəriman Nərimanov","56978"
"2025-10-15","Nəriman Nərimanov","56558"
"2025-10-16","Nəriman Nərimanov","55845"
"2025-10-17","Nəriman Nərimanov","54788"
"2025-10-18","Nəriman Nərimanov","41468"
"2025-10-19","Nəriman Nərimanov","28680"
"2025-10-20","Nəriman Nərimanov","56321"
"2025-10-21","Nəriman Nərimanov","55470"
"2025-10-22","Nəriman Nərimanov","55363"
"2025-10-23","Nəriman Nərimanov","55085"
"2025-10-24","Nəriman Nərimanov","56350"
"2025-10-25","Nəriman Nərimanov","40787"
"2025-10-26","Nəriman Nərimanov","28000"
"2025-10-27","Nəriman Nərimanov","55911"
"2025-10-28","Nəriman Nərimanov","56105"
"2025-10-29","Nəriman Nərimanov","55411"
"2025-10-30","Nəriman Nərimanov","54210"
"2025-10-31","Nəriman Nərimanov","58239"
"2025-11-01","Nəriman Nərimanov","42955"
"2025-11-02","Nəriman Nərimanov","28590"
"2025-11-03","Nəriman Nərimanov","56087"
"2025-11-04","Nəriman Nərimanov","54972"
"2025-11-05","Nəriman Nərimanov","58194"
"2025-11-06","Nəriman Nərimanov","59870"
"2025-11-07","Nəriman Nərimanov","61355"
"2025-11-08","Nəriman Nərimanov","39533"
"2025-11-09","Nəriman Nərimanov","27865"
"2025-11-10","Nəriman Nərimanov","35284"
"2025-11-11","Nəriman Nərimanov","38323"
"2025-11-12","Nəriman Nərimanov","55855"
"2025-11-13","Nəriman Nərimanov","55924"
"2025-11-14","Nəriman Nərimanov","57363"
"2025-11-15","Nəriman Nərimanov","41520"
"2025-11-16","Nəriman Nərimanov","30711"
"2025-11-17","Nəriman Nərimanov","57425"
"2025-11-18","Nəriman Nərimanov","57364"
"2025-11-19","Nəriman Nərimanov","57592"
"2025-11-20","Nəriman Nərimanov","56913"
"2025-11-21","Nəriman Nərimanov","57446"
"2025-11-22","Nəriman Nərimanov","41899"
"2025-11-23","Nəriman Nərimanov","28787"
"2025-11-24","Nəriman Nərimanov","56950"
"2025-11-25","Nəriman Nərimanov","57422"
"2025-11-26","Nəriman Nərimanov","56545"
"2025-11-27","Nəriman Nərimanov","56532"
"2025-11-28","Nəriman Nərimanov","60176"
"2025-11-29","Nəriman Nərimanov","44086"
"2025-11-30","Nəriman Nərimanov","30989"
"2025-12-01","Nəriman Nərimanov","57328"
"2025-12-02","Nəriman Nərimanov","57114"
"2025-12-03","Nəriman Nərimanov","55959"
"2025-12-04","Nəriman Nərimanov","57590"
"2025-12-05","Nəriman Nərimanov","52475"
"2025-12-06","Nəriman Nərimanov","44861"
"2025-12-07","Nəriman Nərimanov","30595"
"2025-12-08","Nəriman Nərimanov","54288"
"2025-12-09","Nəriman Nərimanov","56354"
"2025-12-10","Nəriman Nərimanov","51326"
"2025-12-11","Nəriman Nərimanov","55502"
"2025-12-12","Nəriman Nərimanov","57867"
"2025-12-13","Nəriman Nərimanov","45089"
"2025-12-14","Nəriman Nərimanov","28029"
"2025-12-15","Nəriman Nərimanov","55401"
"2025-12-16","Nəriman Nərimanov","56283"
"2025-12-17","Nəriman Nərimanov","57296"
"2025-12-18","Nəriman Nərimanov","57551"
"2025-12-19","Nəriman Nərimanov","59215"
"2025-12-20","Nəriman Nərimanov","45232"
"2025-12-21","Nəriman Nərimanov","32128"
"2025-12-22","Nəriman Nərimanov","56394"
"2025-12-23","Nəriman Nərimanov","57893"
"2025-12-24","Nəriman Nərimanov","57224"
"2025-12-25","Nəriman Nərimanov","52013"
"2025-12-26","Nəriman Nərimanov","56287"
"2025-12-27","Nəriman Nərimanov","45991"
"2025-12-28","Nəriman Nərimanov","29803"
"2025-12-29","Nəriman Nərimanov","51202"
"2025-12-30","Nəriman Nərimanov","47235"
"2025-12-31","Nəriman Nərimanov","23301"
"2025-01-01","Nəsimi","5515"
"2025-01-02","Nəsimi","6076"
"2025-01-03","Nəsimi","7365"
"2025-01-04","Nəsimi","7494"
"2025-01-05","Nəsimi","5969"
"2025-01-06","Nəsimi","10034"
"2025-01-07","Nəsimi","10429"
"2025-01-08","Nəsimi","10188"
"2025-01-09","Nəsimi","10613"
"2025-01-10","Nəsimi","10992"
"2025-01-11","Nəsimi","8740"
"2025-01-12","Nəsimi","6499"
"2025-01-13","Nəsimi","10983"
"2025-01-14","Nəsimi","10396"
"2025-01-15","Nəsimi","10322"
"2025-01-16","Nəsimi","10488"
"2025-01-17","Nəsimi","11076"
"2025-01-18","Nəsimi","8605"
"2025-01-19","Nəsimi","6105"
"2025-01-20","Nəsimi","7565"
"2025-01-21","Nəsimi","10871"
"2025-01-22","Nəsimi","10592"
"2025-01-23","Nəsimi","10415"
"2025-01-24","Nəsimi","11079"
"2025-01-25","Nəsimi","8353"
"2025-01-26","Nəsimi","6216"
"2025-01-27","Nəsimi","10442"
"2025-01-28","Nəsimi","10611"
"2025-01-29","Nəsimi","8324"
"2025-01-30","Nəsimi","10747"
"2025-01-31","Nəsimi","11365"
"2025-02-01","Nəsimi","8509"
"2025-02-02","Nəsimi","6735"
"2025-02-03","Nəsimi","10527"
"2025-02-04","Nəsimi","10392"
"2025-02-05","Nəsimi","9585"
"2025-02-06","Nəsimi","9657"
"2025-02-07","Nəsimi","9068"
"2025-02-08","Nəsimi","6609"
"2025-02-09","Nəsimi","5578"
"2025-02-10","Nəsimi","10078"
"2025-02-11","Nəsimi","10156"
"2025-02-12","Nəsimi","10420"
"2025-02-13","Nəsimi","10312"
"2025-02-14","Nəsimi","10708"
"2025-02-15","Nəsimi","8593"
"2025-02-16","Nəsimi","7537"
"2025-02-17","Nəsimi","11307"
"2025-02-18","Nəsimi","10963"
"2025-02-19","Nəsimi","11180"
"2025-02-20","Nəsimi","10447"
"2025-02-21","Nəsimi","9657"
"2025-02-22","Nəsimi","7145"
"2025-02-23","Nəsimi","7862"
"2025-02-24","Nəsimi","9245"
"2025-02-25","Nəsimi","10634"
"2025-02-26","Nəsimi","11006"
"2025-02-27","Nəsimi","10777"
"2025-02-28","Nəsimi","11793"
"2025-03-01","Nəsimi","7210"
"2025-03-02","Nəsimi","6460"
"2025-03-03","Nəsimi","11411"
"2025-03-04","Nəsimi","11496"
"2025-03-05","Nəsimi","11790"
"2025-03-06","Nəsimi","11884"
"2025-03-07","Nəsimi","12724"
"2025-03-08","Nəsimi","9486"
"2025-03-09","Nəsimi","7405"
"2025-03-10","Nəsimi","12107"
"2025-03-11","Nəsimi","12084"
"2025-03-12","Nəsimi","11810"
"2025-03-13","Nəsimi","11802"
"2025-03-14","Nəsimi","12172"
"2025-03-15","Nəsimi","9392"
"2025-03-16","Nəsimi","7151"
"2025-03-17","Nəsimi","11743"
"2025-03-18","Nəsimi","11613"
"2025-03-19","Nəsimi","10381"
"2025-03-20","Nəsimi","4464"
"2025-03-21","Nəsimi","4586"
"2025-03-22","Nəsimi","5364"
"2025-03-23","Nəsimi","5132"
"2025-03-24","Nəsimi","6159"
"2025-03-25","Nəsimi","7421"
"2025-03-26","Nəsimi","7876"
"2025-03-27","Nəsimi","7479"
"2025-03-28","Nəsimi","8312"
"2025-03-29","Nəsimi","7135"
"2025-03-30","Nəsimi","6447"
"2025-03-31","Nəsimi","7746"
"2025-04-01","Nəsimi","11841"
"2025-04-02","Nəsimi","11812"
"2025-04-03","Nəsimi","11882"
"2025-04-04","Nəsimi","12189"
"2025-04-05","Nəsimi","9306"
"2025-04-06","Nəsimi","8061"
"2025-04-07","Nəsimi","11920"
"2025-04-08","Nəsimi","11932"
"2025-04-09","Nəsimi","11636"
"2025-04-10","Nəsimi","10593"
"2025-04-11","Nəsimi","11640"
"2025-04-12","Nəsimi","8902"
"2025-04-13","Nəsimi","7080"
"2025-04-14","Nəsimi","10456"
"2025-04-15","Nəsimi","10907"
"2025-04-16","Nəsimi","7097"
"2025-04-17","Nəsimi","10492"
"2025-04-18","Nəsimi","12000"
"2025-04-19","Nəsimi","9093"
"2025-04-20","Nəsimi","7564"
"2025-04-21","Nəsimi","11642"
"2025-04-22","Nəsimi","11639"
"2025-04-23","Nəsimi","11743"
"2025-04-24","Nəsimi","11655"
"2025-04-25","Nəsimi","12217"
"2025-04-26","Nəsimi","9131"
"2025-04-27","Nəsimi","6959"
"2025-04-28","Nəsimi","10489"
"2025-04-29","Nəsimi","10612"
"2025-04-30","Nəsimi","11803"
"2025-05-01","Nəsimi","11493"
"2025-05-02","Nəsimi","11858"
"2025-05-03","Nəsimi","8921"
"2025-05-04","Nəsimi","7060"
"2025-05-05","Nəsimi","11453"
"2025-05-06","Nəsimi","11483"
"2025-05-07","Nəsimi","11910"
"2025-05-08","Nəsimi","12124"
"2025-05-09","Nəsimi","8907"
"2025-05-10","Nəsimi","8522"
"2025-05-11","Nəsimi","6987"
"2025-05-12","Nəsimi","11781"
"2025-05-13","Nəsimi","11755"
"2025-05-14","Nəsimi","11088"
"2025-05-15","Nəsimi","11320"
"2025-05-16","Nəsimi","11588"
"2025-05-17","Nəsimi","8956"
"2025-05-18","Nəsimi","6899"
"2025-05-19","Nəsimi","11371"
"2025-05-20","Nəsimi","11535"
"2025-05-21","Nəsimi","11349"
"2025-05-22","Nəsimi","11486"
"2025-05-23","Nəsimi","11927"
"2025-05-24","Nəsimi","8651"
"2025-05-25","Nəsimi","7146"
"2025-05-26","Nəsimi","11402"
"2025-05-27","Nəsimi","11183"
"2025-05-28","Nəsimi","8326"
"2025-05-29","Nəsimi","10835"
"2025-05-30","Nəsimi","11095"
"2025-05-31","Nəsimi","8347"
"2025-06-01","Nəsimi","7433"
"2025-06-02","Nəsimi","10777"
"2025-06-03","Nəsimi","10215"
"2025-06-04","Nəsimi","10532"
"2025-06-05","Nəsimi","11299"
"2025-06-06","Nəsimi","6886"
"2025-06-07","Nəsimi","6216"
"2025-06-08","Nəsimi","6361"
"2025-06-09","Nəsimi","7838"
"2025-06-10","Nəsimi","10800"
"2025-06-11","Nəsimi","11027"
"2025-06-12","Nəsimi","10813"
"2025-06-13","Nəsimi","10954"
"2025-06-14","Nəsimi","8120"
"2025-06-15","Nəsimi","5863"
"2025-06-16","Nəsimi","7184"
"2025-06-17","Nəsimi","10631"
"2025-06-18","Nəsimi","10547"
"2025-06-19","Nəsimi","10180"
"2025-06-20","Nəsimi","10690"
"2025-06-21","Nəsimi","9423"
"2025-06-22","Nəsimi","6055"
"2025-06-23","Nəsimi","10287"
"2025-06-24","Nəsimi","10296"
"2025-06-25","Nəsimi","10712"
"2025-06-26","Nəsimi","7730"
"2025-06-27","Nəsimi","7571"
"2025-06-28","Nəsimi","6833"
"2025-06-29","Nəsimi","5716"
"2025-06-30","Nəsimi","10241"
"2025-07-01","Nəsimi","10134"
"2025-07-02","Nəsimi","9926"
"2025-07-03","Nəsimi","9571"
"2025-07-04","Nəsimi","9860"
"2025-07-05","Nəsimi","7466"
"2025-07-06","Nəsimi","5943"
"2025-07-07","Nəsimi","9584"
"2025-07-08","Nəsimi","9358"
"2025-07-09","Nəsimi","9464"
"2025-07-10","Nəsimi","9082"
"2025-07-11","Nəsimi","9298"
"2025-07-12","Nəsimi","6900"
"2025-07-13","Nəsimi","5508"
"2025-07-14","Nəsimi","8715"
"2025-07-15","Nəsimi","8475"
"2025-07-16","Nəsimi","8689"
"2025-07-17","Nəsimi","8689"
"2025-07-18","Nəsimi","8729"
"2025-07-19","Nəsimi","6423"
"2025-07-20","Nəsimi","5092"
"2025-07-21","Nəsimi","8439"
"2025-07-22","Nəsimi","8459"
"2025-07-23","Nəsimi","8175"
"2025-07-24","Nəsimi","8310"
"2025-07-25","Nəsimi","8616"
"2025-07-26","Nəsimi","6709"
"2025-07-27","Nəsimi","5212"
"2025-07-28","Nəsimi","8409"
"2025-07-29","Nəsimi","8392"
"2025-07-30","Nəsimi","8399"
"2025-07-31","Nəsimi","8435"
"2025-08-01","Nəsimi","8538"
"2025-08-02","Nəsimi","6465"
"2025-08-03","Nəsimi","5093"
"2025-08-04","Nəsimi","8131"
"2025-08-05","Nəsimi","7947"
"2025-08-06","Nəsimi","7822"
"2025-08-07","Nəsimi","7772"
"2025-08-08","Nəsimi","8222"
"2025-08-09","Nəsimi","6219"
"2025-08-10","Nəsimi","5076"
"2025-08-11","Nəsimi","8161"
"2025-08-12","Nəsimi","8224"
"2025-08-13","Nəsimi","8269"
"2025-08-14","Nəsimi","8276"
"2025-08-15","Nəsimi","8351"
"2025-08-16","Nəsimi","6478"
"2025-08-17","Nəsimi","5214"
"2025-08-18","Nəsimi","8316"
"2025-08-19","Nəsimi","8067"
"2025-08-20","Nəsimi","7957"
"2025-08-21","Nəsimi","8090"
"2025-08-22","Nəsimi","8293"
"2025-08-23","Nəsimi","6627"
"2025-08-24","Nəsimi","5206"
"2025-08-25","Nəsimi","8508"
"2025-08-26","Nəsimi","8601"
"2025-08-27","Nəsimi","8970"
"2025-08-28","Nəsimi","8914"
"2025-08-29","Nəsimi","9132"
"2025-08-30","Nəsimi","7043"
"2025-08-31","Nəsimi","5586"
"2025-09-01","Nəsimi","9544"
"2025-09-02","Nəsimi","9458"
"2025-09-03","Nəsimi","9820"
"2025-09-04","Nəsimi","9557"
"2025-09-05","Nəsimi","10082"
"2025-09-06","Nəsimi","8104"
"2025-09-07","Nəsimi","6283"
"2025-09-08","Nəsimi","10267"
"2025-09-09","Nəsimi","10354"
"2025-09-10","Nəsimi","10322"
"2025-09-11","Nəsimi","10277"
"2025-09-12","Nəsimi","10317"
"2025-09-13","Nəsimi","9475"
"2025-09-14","Nəsimi","5912"
"2025-09-15","Nəsimi","12412"
"2025-09-16","Nəsimi","12099"
"2025-09-17","Nəsimi","11729"
"2025-09-18","Nəsimi","11930"
"2025-09-19","Nəsimi","12338"
"2025-09-20","Nəsimi","8509"
"2025-09-21","Nəsimi","6678"
"2025-09-22","Nəsimi","12000"
"2025-09-23","Nəsimi","11958"
"2025-09-24","Nəsimi","11979"
"2025-09-25","Nəsimi","11754"
"2025-09-26","Nəsimi","11899"
"2025-09-27","Nəsimi","8066"
"2025-09-28","Nəsimi","6523"
"2025-09-29","Nəsimi","11808"
"2025-09-30","Nəsimi","11685"
"2025-10-01","Nəsimi","11933"
"2025-10-02","Nəsimi","11515"
"2025-10-03","Nəsimi","12033"
"2025-10-04","Nəsimi","8760"
"2025-10-05","Nəsimi","6762"
"2025-10-06","Nəsimi","11877"
"2025-10-07","Nəsimi","11836"
"2025-10-08","Nəsimi","11708"
"2025-10-09","Nəsimi","11580"
"2025-10-10","Nəsimi","11915"
"2025-10-11","Nəsimi","8694"
"2025-10-12","Nəsimi","6663"
"2025-10-13","Nəsimi","11933"
"2025-10-14","Nəsimi","11969"
"2025-10-15","Nəsimi","11900"
"2025-10-16","Nəsimi","11680"
"2025-10-17","Nəsimi","11518"
"2025-10-18","Nəsimi","8951"
"2025-10-19","Nəsimi","6749"
"2025-10-20","Nəsimi","11572"
"2025-10-21","Nəsimi","11612"
"2025-10-22","Nəsimi","11538"
"2025-10-23","Nəsimi","11364"
"2025-10-24","Nəsimi","12095"
"2025-10-25","Nəsimi","8541"
"2025-10-26","Nəsimi","6691"
"2025-10-27","Nəsimi","11751"
"2025-10-28","Nəsimi","11738"
"2025-10-29","Nəsimi","11945"
"2025-10-30","Nəsimi","11378"
"2025-10-31","Nəsimi","12066"
"2025-11-01","Nəsimi","8944"
"2025-11-02","Nəsimi","6575"
"2025-11-03","Nəsimi","11711"
"2025-11-04","Nəsimi","11152"
"2025-11-05","Nəsimi","11705"
"2025-11-06","Nəsimi","12190"
"2025-11-07","Nəsimi","12750"
"2025-11-08","Nəsimi","8898"
"2025-11-09","Nəsimi","6384"
"2025-11-10","Nəsimi","7492"
"2025-11-11","Nəsimi","8154"
"2025-11-12","Nəsimi","11378"
"2025-11-13","Nəsimi","11558"
"2025-11-14","Nəsimi","12088"
"2025-11-15","Nəsimi","8853"
"2025-11-16","Nəsimi","7001"
"2025-11-17","Nəsimi","11684"
"2025-11-18","Nəsimi","11791"
"2025-11-19","Nəsimi","12014"
"2025-11-20","Nəsimi","11699"
"2025-11-21","Nəsimi","12201"
"2025-11-22","Nəsimi","9136"
"2025-11-23","Nəsimi","6954"
"2025-11-24","Nəsimi","11715"
"2025-11-25","Nəsimi","11890"
"2025-11-26","Nəsimi","11803"
"2025-11-27","Nəsimi","11592"
"2025-11-28","Nəsimi","12333"
"2025-11-29","Nəsimi","8915"
"2025-11-30","Nəsimi","6932"
"2025-12-01","Nəsimi","11805"
"2025-12-02","Nəsimi","12023"
"2025-12-03","Nəsimi","11788"
"2025-12-04","Nəsimi","11558"
"2025-12-05","Nəsimi","11047"
"2025-12-06","Nəsimi","9449"
"2025-12-07","Nəsimi","6492"
"2025-12-08","Nəsimi","11604"
"2025-12-09","Nəsimi","11790"
"2025-12-10","Nəsimi","10594"
"2025-12-11","Nəsimi","11328"
"2025-12-12","Nəsimi","12076"
"2025-12-13","Nəsimi","9683"
"2025-12-14","Nəsimi","6389"
"2025-12-15","Nəsimi","11486"
"2025-12-16","Nəsimi","11552"
"2025-12-17","Nəsimi","11850"
"2025-12-18","Nəsimi","11827"
"2025-12-19","Nəsimi","12425"
"2025-12-20","Nəsimi","9983"
"2025-12-21","Nəsimi","7263"
"2025-12-22","Nəsimi","11978"
"2025-12-23","Nəsimi","11838"
"2025-12-24","Nəsimi","11763"
"2025-12-25","Nəsimi","10819"
"2025-12-26","Nəsimi","11853"
"2025-12-27","Nəsimi","9234"
"2025-12-28","Nəsimi","6719"
"2025-12-29","Nəsimi","10877"
"2025-12-30","Nəsimi","10463"
"2025-12-31","Nəsimi","5362"
"2025-01-01","Nizami","9342"
"2025-01-02","Nizami","11187"
"2025-01-03","Nizami","13172"
"2025-01-04","Nizami","13466"
"2025-01-05","Nizami","10474"
"2025-01-06","Nizami","20381"
"2025-01-07","Nizami","19620"
"2025-01-08","Nizami","20466"
"2025-01-09","Nizami","20598"
"2025-01-10","Nizami","22403"
"2025-01-11","Nizami","16462"
"2025-01-12","Nizami","11393"
"2025-01-13","Nizami","21696"
"2025-01-14","Nizami","20902"
"2025-01-15","Nizami","19990"
"2025-01-16","Nizami","20457"
"2025-01-17","Nizami","22209"
"2025-01-18","Nizami","16566"
"2025-01-19","Nizami","10173"
"2025-01-20","Nizami","14892"
"2025-01-21","Nizami","21455"
"2025-01-22","Nizami","21255"
"2025-01-23","Nizami","19988"
"2025-01-24","Nizami","20554"
"2025-01-25","Nizami","16066"
"2025-01-26","Nizami","11564"
"2025-01-27","Nizami","19564"
"2025-01-28","Nizami","21254"
"2025-01-29","Nizami","15793"
"2025-01-30","Nizami","21313"
"2025-01-31","Nizami","21955"
"2025-02-01","Nizami","16296"
"2025-02-02","Nizami","11791"
"2025-02-03","Nizami","21705"
"2025-02-04","Nizami","20929"
"2025-02-05","Nizami","19938"
"2025-02-06","Nizami","19882"
"2025-02-07","Nizami","18902"
"2025-02-08","Nizami","13704"
"2025-02-09","Nizami","9974"
"2025-02-10","Nizami","20875"
"2025-02-11","Nizami","21196"
"2025-02-12","Nizami","21587"
"2025-02-13","Nizami","21235"
"2025-02-14","Nizami","22011"
"2025-02-15","Nizami","17365"
"2025-02-16","Nizami","13519"
"2025-02-17","Nizami","24212"
"2025-02-18","Nizami","23398"
"2025-02-19","Nizami","23490"
"2025-02-20","Nizami","21643"
"2025-02-21","Nizami","17580"
"2025-02-22","Nizami","13295"
"2025-02-23","Nizami","12750"
"2025-02-24","Nizami","15722"
"2025-02-25","Nizami","21554"
"2025-02-26","Nizami","23521"
"2025-02-27","Nizami","20781"
"2025-02-28","Nizami","24468"
"2025-03-01","Nizami","13102"
"2025-03-02","Nizami","12027"
"2025-03-03","Nizami","24468"
"2025-03-04","Nizami","24411"
"2025-03-05","Nizami","25138"
"2025-03-06","Nizami","25321"
"2025-03-07","Nizami","27271"
"2025-03-08","Nizami","17212"
"2025-03-09","Nizami","13145"
"2025-03-10","Nizami","24228"
"2025-03-11","Nizami","23969"
"2025-03-12","Nizami","24169"
"2025-03-13","Nizami","23628"
"2025-03-14","Nizami","24849"
"2025-03-15","Nizami","17149"
"2025-03-16","Nizami","12886"
"2025-03-17","Nizami","24511"
"2025-03-18","Nizami","23295"
"2025-03-19","Nizami","21254"
"2025-03-20","Nizami","8658"
"2025-03-21","Nizami","8628"
"2025-03-22","Nizami","9828"
"2025-03-23","Nizami","9484"
"2025-03-24","Nizami","12077"
"2025-03-25","Nizami","13994"
"2025-03-26","Nizami","14934"
"2025-03-27","Nizami","14967"
"2025-03-28","Nizami","15767"
"2025-03-29","Nizami","14089"
"2025-03-30","Nizami","10932"
"2025-03-31","Nizami","14682"
"2025-04-01","Nizami","23362"
"2025-04-02","Nizami","24384"
"2025-04-03","Nizami","24404"
"2025-04-04","Nizami","24455"
"2025-04-05","Nizami","18866"
"2025-04-06","Nizami","13742"
"2025-04-07","Nizami","25033"
"2025-04-08","Nizami","24392"
"2025-04-09","Nizami","23904"
"2025-04-10","Nizami","22594"
"2025-04-11","Nizami","23345"
"2025-04-12","Nizami","17053"
"2025-04-13","Nizami","13319"
"2025-04-14","Nizami","20818"
"2025-04-15","Nizami","23456"
"2025-04-16","Nizami","13914"
"2025-04-17","Nizami","21516"
"2025-04-18","Nizami","24513"
"2025-04-19","Nizami","17373"
"2025-04-20","Nizami","12649"
"2025-04-21","Nizami","24223"
"2025-04-22","Nizami","23705"
"2025-04-23","Nizami","23605"
"2025-04-24","Nizami","23766"
"2025-04-25","Nizami","24340"
"2025-04-26","Nizami","16839"
"2025-04-27","Nizami","12636"
"2025-04-28","Nizami","21240"
"2025-04-29","Nizami","22053"
"2025-04-30","Nizami","24031"
"2025-05-01","Nizami","23809"
"2025-05-02","Nizami","23999"
"2025-05-03","Nizami","17584"
"2025-05-04","Nizami","12918"
"2025-05-05","Nizami","23648"
"2025-05-06","Nizami","23253"
"2025-05-07","Nizami","24150"
"2025-05-08","Nizami","24618"
"2025-05-09","Nizami","17133"
"2025-05-10","Nizami","15894"
"2025-05-11","Nizami","13593"
"2025-05-12","Nizami","23846"
"2025-05-13","Nizami","23950"
"2025-05-14","Nizami","22979"
"2025-05-15","Nizami","22736"
"2025-05-16","Nizami","23866"
"2025-05-17","Nizami","17741"
"2025-05-18","Nizami","12472"
"2025-05-19","Nizami","23130"
"2025-05-20","Nizami","23351"
"2025-05-21","Nizami","23058"
"2025-05-22","Nizami","23324"
